"dataset_name","technique","noise_level","threshold","critical_percentage","kappa_at_critical"
"kc1","ctree",20,0.05,100,0.05
"liver-disorders","ctree",20,0.05,50,0.05
"mfeat-factors","ctree",20,0.05,100,0.04
"mfeat-karhunen","ctree",20,0.05,70,0.05
"mfeat-zernike","ctree",20,0.05,100,0.03
"ozone-level-8hr","ctree",20,0.05,30,0.04
"pc4","ctree",20,0.05,30,0.04
"phoneme","ctree",20,0.05,50,0.05
"qsar-biodeg","ctree",20,0.05,90,0.04
"tic-tac-toe","ctree",20,0.05,50,0.05
"vowel","ctree",20,0.05,30,0.04
"waveform-5000","ctree",20,0.05,100,0.05
"wdbc","ctree",20,0.05,100,0.04
"wilt","ctree",20,0.05,0,0
"analcatdata_authorship","fda",20,0.05,100,0
"badges2","fda",20,0.05,30,0.04
"banknote","fda",20,0.05,100,0.02
"blood-transfusion-service-center","fda",20,0.05,50,0.05
"breast-w","fda",20,0.05,100,0.01
"cardiotocography","fda",20,0.05,70,0.05
"climate-model-simulation-crashes","fda",20,0.05,20,0.03
"cmc","fda",20,0.05,30,0.05
"credit-g","fda",20,0.05,80,0.05
"diabetes","fda",20,0.05,40,0.04
"eucalyptus","fda",20,0.05,30,0.05
"iris","fda",20,0.05,100,0.04
"kc1","fda",20,0.05,20,0.05
"liver-disorders","fda",20,0.05,20,0.05
"mfeat-factors","fda",20,0.05,100,0.03
"mfeat-karhunen","fda",20,0.05,100,0.04
"mfeat-zernike","fda",20,0.05,100,0.05
"ozone-level-8hr","fda",20,0.05,60,0.05
"pc4","fda",20,0.05,30,0.04
"phoneme","fda",20,0.05,50,0.05
"qsar-biodeg","fda",20,0.05,80,0.05
"tic-tac-toe","fda",20,0.05,30,0.04
"vowel","fda",20,0.05,40,0.05
"waveform-5000","fda",20,0.05,100,0.05
"wdbc","fda",20,0.05,20,0.04
"wilt","fda",20,0.05,0,0
"analcatdata_authorship","gbm",20,0.05,100,0
"badges2","gbm",20,0.05,10,0.03
"banknote","gbm",20,0.05,100,0.01
"blood-transfusion-service-center","gbm",20,0.05,40,0.05
"breast-w","gbm",20,0.05,100,0.01
"cardiotocography","gbm",20,0.05,100,0
"climate-model-simulation-crashes","gbm",20,0.05,30,0.04
"cmc","gbm",20,0.05,40,0.05
"credit-g","gbm",20,0.05,70,0.05
"diabetes","gbm",20,0.05,50,0.05
"eucalyptus","gbm",20,0.05,50,0.05
"iris","gbm",20,0.05,50,0.04
"kc1","gbm",20,0.05,100,0.02
"liver-disorders","gbm",20,0.05,30,0.04
"mfeat-factors","gbm",20,0.05,100,0
"mfeat-karhunen","gbm",20,0.05,100,0.01
"mfeat-zernike","gbm",20,0.05,100,0.01
"ozone-level-8hr","gbm",20,0.05,80,0.04
"pc4","gbm",20,0.05,60,0.05
"phoneme","gbm",20,0.05,50,0.05
"qsar-biodeg","gbm",20,0.05,50,0.05
"tic-tac-toe","gbm",20,0.05,50,0.05
"vowel","gbm",20,0.05,40,0.04
"waveform-5000","gbm",20,0.05,100,0.05
"wdbc","gbm",20,0.05,100,0
"wilt","gbm",20,0.05,0,0
"analcatdata_authorship","gcvEarth",20,0.05,100,0
"badges2","gcvEarth",20,0.05,30,0.03
"banknote","gcvEarth",20,0.05,100,0
"blood-transfusion-service-center","gcvEarth",20,0.05,30,0.05
"breast-w","gcvEarth",20,0.05,100,0.01
"cardiotocography","gcvEarth",20,0.05,100,0
"climate-model-simulation-crashes","gcvEarth",20,0.05,20,0.05
"cmc","gcvEarth",20,0.05,20,0.04
"credit-g","gcvEarth",20,0.05,60,0.05
"diabetes","gcvEarth",20,0.05,40,0.03
"eucalyptus","gcvEarth",20,0.05,20,0.05
"iris","gcvEarth",20,0.05,60,0.05
"kc1","gcvEarth",20,0.05,10,0.05
"liver-disorders","gcvEarth",20,0.05,30,0.04
"mfeat-factors","gcvEarth",20,0.05,100,0.03
"mfeat-karhunen","gcvEarth",20,0.05,100,0.03
"mfeat-zernike","gcvEarth",20,0.05,100,0.03
"ozone-level-8hr","gcvEarth",20,0.05,50,0.05
"pc4","gcvEarth",20,0.05,20,0.05
"phoneme","gcvEarth",20,0.05,50,0.05
"qsar-biodeg","gcvEarth",20,0.05,80,0.05
"tic-tac-toe","gcvEarth",20,0.05,30,0.05
"vowel","gcvEarth",20,0.05,30,0.04
"waveform-5000","gcvEarth",20,0.05,100,0.04
"wdbc","gcvEarth",20,0.05,20,0.05
"wilt","gcvEarth",20,0.05,0,0
"analcatdata_authorship","JRip",20,0.05,100,0.02
"badges2","JRip",20,0.05,40,0.05
"banknote","JRip",20,0.05,80,0.05
"blood-transfusion-service-center","JRip",20,0.05,20,0.04
"breast-w","JRip",20,0.05,100,0
"cardiotocography","JRip",20,0.05,60,0.05
"climate-model-simulation-crashes","JRip",20,0.05,70,0.05
"cmc","JRip",20,0.05,40,0.05
"credit-g","JRip",20,0.05,50,0.05
"diabetes","JRip",20,0.05,50,0.05
"eucalyptus","JRip",20,0.05,50,0.05
"iris","JRip",20,0.05,60,0.03
"kc1","JRip",20,0.05,100,0.03
"liver-disorders","JRip",20,0.05,20,0.04
"mfeat-factors","JRip",20,0.05,100,0.01
"mfeat-karhunen","JRip",20,0.05,100,0.02
"mfeat-zernike","JRip",20,0.05,100,0.04
"ozone-level-8hr","JRip",20,0.05,100,0.05
"pc4","JRip",20,0.05,30,0.05
"phoneme","JRip",20,0.05,50,0.05
"qsar-biodeg","JRip",20,0.05,30,0.05
"tic-tac-toe","JRip",20,0.05,40,0.05
"vowel","JRip",20,0.05,20,0.04
"waveform-5000","JRip",20,0.05,90,0.05
"wdbc","JRip",20,0.05,100,0.02
"wilt","JRip",20,0.05,0,0
"analcatdata_authorship","lvq",20,0.05,100,0.01
"badges2","lvq",20,0.05,100,0.04
"banknote","lvq",20,0.05,70,0.05
"blood-transfusion-service-center","lvq",20,0.05,100,0
"breast-w","lvq",20,0.05,100,0
"cardiotocography","lvq",20,0.05,10,0.05
"climate-model-simulation-crashes","lvq",20,0.05,20,0
"cmc","lvq",20,0.05,50,0.05
"credit-g","lvq",20,0.05,20,0.05
"diabetes","lvq",20,0.05,50,0.05
"eucalyptus","lvq",20,0.05,100,0.03
"iris","lvq",20,0.05,70,0.05
"kc1","lvq",20,0.05,40,0.05
"liver-disorders","lvq",20,0.05,20,0.04
"mfeat-factors","lvq",20,0.05,100,0
"mfeat-karhunen","lvq",20,0.05,100,0
"mfeat-zernike","lvq",20,0.05,100,0
"ozone-level-8hr","lvq",20,0.05,70,0.03
"pc4","lvq",20,0.05,10,0.03
"phoneme","lvq",20,0.05,100,0.02
"qsar-biodeg","lvq",20,0.05,100,0.05
"tic-tac-toe","lvq",20,0.05,80,0.04
"vowel","lvq",20,0.05,70,0.04
"waveform-5000","lvq",20,0.05,100,0.03
"wdbc","lvq",20,0.05,30,0.05
"wilt","lvq",20,0.05,100,0
"analcatdata_authorship","mlpML",20,0.05,100,0
"badges2","mlpML",20,0.05,30,0.05
"banknote","mlpML",20,0.05,100,0.01
"blood-transfusion-service-center","mlpML",20,0.05,100,0
"breast-w","mlpML",20,0.05,100,0.02
"cardiotocography","mlpML",20,0.05,100,0
"climate-model-simulation-crashes","mlpML",20,0.05,60,0.04
"cmc","mlpML",20,0.05,100,0
"credit-g","mlpML",20,0.05,100,0
"diabetes","mlpML",20,0.05,100,0
"eucalyptus","mlpML",20,0.05,100,0
"iris","mlpML",20,0.05,40,0.04
"kc1","mlpML",20,0.05,100,0
"liver-disorders","mlpML",20,0.05,100,0
"mfeat-factors","mlpML",20,0.05,100,0
"mfeat-karhunen","mlpML",20,0.05,100,0.02
"mfeat-zernike","mlpML",20,0.05,100,0
"ozone-level-8hr","mlpML",20,0.05,100,0
"pc4","mlpML",20,0.05,100,0
"phoneme","mlpML",20,0.05,40,0.05
"qsar-biodeg","mlpML",20,0.05,100,0
"tic-tac-toe","mlpML",20,0.05,20,0.04
"vowel","mlpML",20,0.05,70,0.05
"waveform-5000","mlpML",20,0.05,100,0.02
"wdbc","mlpML",20,0.05,100,0
"wilt","mlpML",20,0.05,100,0
"analcatdata_authorship","multinom",20,0.05,100,0.01
"badges2","multinom",20,0.05,20,0.05
"banknote","multinom",20,0.05,100,0.05
"blood-transfusion-service-center","multinom",20,0.05,40,0.04
"breast-w","multinom",20,0.05,100,0.01
"cardiotocography","multinom",20,0.05,100,0.01
"climate-model-simulation-crashes","multinom",20,0.05,70,0.05
"cmc","multinom",20,0.05,50,0.04
"credit-g","multinom",20,0.05,60,0.05
"diabetes","multinom",20,0.05,90,0.05
"eucalyptus","multinom",20,0.05,80,0.05
"iris","multinom",20,0.05,60,0.04
"kc1","multinom",20,0.05,0,0
"liver-disorders","multinom",20,0.05,20,0.05
"mfeat-factors","multinom",20,0.05,90,0.05
"mfeat-karhunen","multinom",20,0.05,100,0.03
"mfeat-zernike","multinom",20,0.05,0,0
"ozone-level-8hr","multinom",20,0.05,20,0.04
"pc4","multinom",20,0.05,0,0
"phoneme","multinom",20,0.05,90,0.05
"qsar-biodeg","multinom",20,0.05,80,0.05
"tic-tac-toe","multinom",20,0.05,40,0.05
"vowel","multinom",20,0.05,30,0.03
"waveform-5000","multinom",20,0.05,100,0.04
"wdbc","multinom",20,0.05,80,0.05
"wilt","multinom",20,0.05,0,0
"analcatdata_authorship","naive_bayes",20,0.05,100,0
"badges2","naive_bayes",20,0.05,30,0.02
"banknote","naive_bayes",20,0.05,80,0.05
"blood-transfusion-service-center","naive_bayes",20,0.05,70,0.05
"breast-w","naive_bayes",20,0.05,100,0.02
"cardiotocography","naive_bayes",20,0.05,10,0.03
"climate-model-simulation-crashes","naive_bayes",20,0.05,70,0.05
"cmc","naive_bayes",20,0.05,20,0.05
"credit-g","naive_bayes",20,0.05,100,0
"diabetes","naive_bayes",20,0.05,100,0.04
"eucalyptus","naive_bayes",20,0.05,100,0
"iris","naive_bayes",20,0.05,100,0.04
"kc1","naive_bayes",20,0.05,100,0
"liver-disorders","naive_bayes",20,0.05,20,0.03
"mfeat-factors","naive_bayes",20,0.05,100,0
"mfeat-karhunen","naive_bayes",20,0.05,100,0
"mfeat-zernike","naive_bayes",20,0.05,100,0.01
"ozone-level-8hr","naive_bayes",20,0.05,100,0.04
"pc4","naive_bayes",20,0.05,100,0.02
"phoneme","naive_bayes",20,0.05,70,0.05
"qsar-biodeg","naive_bayes",20,0.05,40,0.04
"tic-tac-toe","naive_bayes",20,0.05,40,0.04
"vowel","naive_bayes",20,0.05,80,0.05
"waveform-5000","naive_bayes",20,0.05,100,0.04
"wdbc","naive_bayes",20,0.05,100,0.01
"wilt","naive_bayes",20,0.05,10,0
"analcatdata_authorship","PART",20,0.05,100,0
"badges2","PART",20,0.05,30,0.05
"banknote","PART",20,0.05,100,0.05
"blood-transfusion-service-center","PART",20,0.05,30,0.05
"breast-w","PART",20,0.05,100,0.01
"cardiotocography","PART",20,0.05,10,0.03
"climate-model-simulation-crashes","PART",20,0.05,50,0.04
"cmc","PART",20,0.05,30,0.05
"credit-g","PART",20,0.05,50,0.05
"diabetes","PART",20,0.05,80,0.05
"eucalyptus","PART",20,0.05,70,0.05
"iris","PART",20,0.05,50,0.05
"kc1","PART",20,0.05,100,0.04
"liver-disorders","PART",20,0.05,50,0.05
"mfeat-factors","PART",20,0.05,100,0.01
"mfeat-karhunen","PART",20,0.05,100,0.04
"mfeat-zernike","PART",20,0.05,100,0.02
"ozone-level-8hr","PART",20,0.05,100,0.03
"pc4","PART",20,0.05,10,0.04
"phoneme","PART",20,0.05,60,0.05
"qsar-biodeg","PART",20,0.05,20,0.03
"tic-tac-toe","PART",20,0.05,50,0.05
"vowel","PART",20,0.05,50,0.05
"waveform-5000","PART",20,0.05,100,0.03
"wdbc","PART",20,0.05,100,0.01
"wilt","PART",20,0.05,0,0
"analcatdata_authorship","rbfDDA",20,0.05,100,0.02
"badges2","rbfDDA",20,0.05,70,0.05
"banknote","rbfDDA",20,0.05,100,0.04
"blood-transfusion-service-center","rbfDDA",20,0.05,0,0
"breast-w","rbfDDA",20,0.05,100,0
"cardiotocography","rbfDDA",20,0.05,0,0
"climate-model-simulation-crashes","rbfDDA",20,0.05,100,0
"cmc","rbfDDA",20,0.05,20,0.04
"credit-g","rbfDDA",20,0.05,0,0
"diabetes","rbfDDA",20,0.05,20,0.04
"eucalyptus","rbfDDA",20,0.05,0,0
"iris","rbfDDA",20,0.05,20,0.05
"kc1","rbfDDA",20,0.05,0,0
"liver-disorders","rbfDDA",20,0.05,10,0.04
"mfeat-factors","rbfDDA",20,0.05,100,0.01
"mfeat-karhunen","rbfDDA",20,0.05,100,0.01
"mfeat-zernike","rbfDDA",20,0.05,100,0.01
"ozone-level-8hr","rbfDDA",20,0.05,10,0
"pc4","rbfDDA",20,0.05,0,0
"phoneme","rbfDDA",20,0.05,60,0.05
"qsar-biodeg","rbfDDA",20,0.05,50,0.04
"tic-tac-toe","rbfDDA",20,0.05,40,0.04
"vowel","rbfDDA",20,0.05,0,0
"waveform-5000","rbfDDA",20,0.05,60,0.05
"wdbc","rbfDDA",20,0.05,20,0.05
"wilt","rbfDDA",20,0.05,100,0
"analcatdata_authorship","rda",20,0.05,100,0.01
"badges2","rda",20,0.05,50,0.05
"banknote","rda",20,0.05,100,0.02
"blood-transfusion-service-center","rda",20,0.05,50,0.05
"breast-w","rda",20,0.05,100,0
"cardiotocography","rda",20,0.05,10,0.03
"climate-model-simulation-crashes","rda",20,0.05,50,0.04
"cmc","rda",20,0.05,50,0.05
"credit-g","rda",20,0.05,100,0
"diabetes","rda",20,0.05,70,0.05
"eucalyptus","rda",20,0.05,100,0
"iris","rda",20,0.05,100,0.04
"kc1","rda",20,0.05,0,0
"liver-disorders","rda",20,0.05,30,0.05
"mfeat-factors","rda",20,0.05,100,0
"mfeat-karhunen","rda",20,0.05,100,0
"mfeat-zernike","rda",20,0.05,0,0
"ozone-level-8hr","rda",20,0.05,0,0
"pc4","rda",20,0.05,100,0
"phoneme","rda",20,0.05,50,0.05
"qsar-biodeg","rda",20,0.05,60,0.05
"tic-tac-toe","rda",20,0.05,30,0.04
"vowel","rda",20,0.05,70,0.05
"waveform-5000","rda",20,0.05,100,0.03
"wdbc","rda",20,0.05,0,0
"wilt","rda",20,0.05,10,0.04
"analcatdata_authorship","rf",20,0.05,100,0
"badges2","rf",20,0.05,40,0.05
"banknote","rf",20,0.05,100,0.02
"blood-transfusion-service-center","rf",20,0.05,10,0.02
"breast-w","rf",20,0.05,100,0.01
"cardiotocography","rf",20,0.05,100,0
"climate-model-simulation-crashes","rf",20,0.05,40,0.03
"cmc","rf",20,0.05,30,0.04
"credit-g","rf",20,0.05,50,0.05
"diabetes","rf",20,0.05,70,0.05
"eucalyptus","rf",20,0.05,60,0.04
"iris","rf",20,0.05,60,0.05
"kc1","rf",20,0.05,100,0.03
"liver-disorders","rf",20,0.05,30,0.04
"mfeat-factors","rf",20,0.05,100,0
"mfeat-karhunen","rf",20,0.05,100,0
"mfeat-zernike","rf",20,0.05,100,0.01
"ozone-level-8hr","rf",20,0.05,60,0.04
"pc4","rf",20,0.05,20,0.04
"phoneme","rf",20,0.05,40,0.05
"qsar-biodeg","rf",20,0.05,80,0.05
"tic-tac-toe","rf",20,0.05,60,0.05
"vowel","rf",20,0.05,100,0.05
"waveform-5000","rf",20,0.05,100,0.04
"wdbc","rf",20,0.05,100,0
"wilt","rf",20,0.05,0,0
"analcatdata_authorship","rpart",20,0.05,100,0.05
"badges2","rpart",20,0.05,30,0.05
"banknote","rpart",20,0.05,60,0.05
"blood-transfusion-service-center","rpart",20,0.05,30,0.04
"breast-w","rpart",20,0.05,100,0.03
"cardiotocography","rpart",20,0.05,100,0
"climate-model-simulation-crashes","rpart",20,0.05,100,0
"cmc","rpart",20,0.05,50,0.04
"credit-g","rpart",20,0.05,70,0.05
"diabetes","rpart",20,0.05,40,0.05
"eucalyptus","rpart",20,0.05,50,0.05
"iris","rpart",20,0.05,100,0.04
"kc1","rpart",20,0.05,100,0.03
"liver-disorders","rpart",20,0.05,10,0.03
"mfeat-factors","rpart",20,0.05,100,0.03
"mfeat-karhunen","rpart",20,0.05,100,0.05
"mfeat-zernike","rpart",20,0.05,100,0.03
"ozone-level-8hr","rpart",20,0.05,100,0
"pc4","rpart",20,0.05,50,0.05
"phoneme","rpart",20,0.05,30,0.05
"qsar-biodeg","rpart",20,0.05,20,0.04
"tic-tac-toe","rpart",20,0.05,40,0.05
"vowel","rpart",20,0.05,30,0.04
"waveform-5000","rpart",20,0.05,60,0.05
"wdbc","rpart",20,0.05,100,0.03
"wilt","rpart",20,0.05,0,0
"analcatdata_authorship","simpls",20,0.05,100,0.01
"badges2","simpls",20,0.05,10,0.03
"banknote","simpls",20,0.05,100,0.02
"blood-transfusion-service-center","simpls",20,0.05,20,0.05
"breast-w","simpls",20,0.05,100,0.01
"cardiotocography","simpls",20,0.05,30,0.05
"climate-model-simulation-crashes","simpls",20,0.05,50,0
"cmc","simpls",20,0.05,30,0.05
"credit-g","simpls",20,0.05,100,0.03
"diabetes","simpls",20,0.05,70,0.05
"eucalyptus","simpls",20,0.05,100,0
"iris","simpls",20,0.05,100,0.01
"kc1","simpls",20,0.05,100,0.02
"liver-disorders","simpls",20,0.05,20,0.05
"mfeat-factors","simpls",20,0.05,100,0
"mfeat-karhunen","simpls",20,0.05,100,0.05
"mfeat-zernike","simpls",20,0.05,100,0.01
"ozone-level-8hr","simpls",20,0.05,100,0
"pc4","simpls",20,0.05,100,0
"phoneme","simpls",20,0.05,80,0.05
"qsar-biodeg","simpls",20,0.05,50,0.05
"tic-tac-toe","simpls",20,0.05,40,0.05
"vowel","simpls",20,0.05,40,0.04
"waveform-5000","simpls",20,0.05,100,0.03
"wdbc","simpls",20,0.05,80,0.05
"wilt","simpls",20,0.05,100,0
"analcatdata_authorship","svmLinear",20,0.05,100,0
"badges2","svmLinear",20,0.05,30,0.05
"banknote","svmLinear",20,0.05,100,0.02
"blood-transfusion-service-center","svmLinear",20,0.05,100,0
"breast-w","svmLinear",20,0.05,100,0.01
"cardiotocography","svmLinear",20,0.05,100,0
"climate-model-simulation-crashes","svmLinear",20,0.05,50,0.04
"cmc","svmLinear",20,0.05,40,0.05
"credit-g","svmLinear",20,0.05,80,0.05
"diabetes","svmLinear",20,0.05,50,0.05
"eucalyptus","svmLinear",20,0.05,70,0.04
"iris","svmLinear",20,0.05,100,0.04
"kc1","svmLinear",20,0.05,70,0.05
"liver-disorders","svmLinear",20,0.05,20,0.05
"mfeat-factors","svmLinear",20,0.05,100,0
"mfeat-karhunen","svmLinear",20,0.05,100,0
"mfeat-zernike","svmLinear",20,0.05,100,0.01
"ozone-level-8hr","svmLinear",20,0.05,40,0.04
"pc4","svmLinear",20,0.05,80,0.05
"phoneme","svmLinear",20,0.05,90,0.05
"qsar-biodeg","svmLinear",20,0.05,80,0.05
"tic-tac-toe","svmLinear",20,0.05,30,0.04
"vowel","svmLinear",20,0.05,20,0.03
"waveform-5000","svmLinear",20,0.05,100,0.04
"wdbc","svmLinear",20,0.05,100,0.02
"wilt","svmLinear",20,0.05,0,0
"analcatdata_authorship","svmRadial",20,0.05,100,0
"badges2","svmRadial",20,0.05,20,0.05
"banknote","svmRadial",20,0.05,100,0
"blood-transfusion-service-center","svmRadial",20,0.05,70,0.03
"breast-w","svmRadial",20,0.05,100,0.01
"cardiotocography","svmRadial",20,0.05,100,0
"climate-model-simulation-crashes","svmRadial",20,0.05,100,0
"cmc","svmRadial",20,0.05,40,0.05
"credit-g","svmRadial",20,0.05,0,0
"diabetes","svmRadial",20,0.05,70,0.05
"eucalyptus","svmRadial",20,0.05,100,0.05
"iris","svmRadial",20,0.05,100,0.04
"kc1","svmRadial",20,0.05,100,0
"liver-disorders","svmRadial",20,0.05,20,0.05
"mfeat-factors","svmRadial",20,0.05,100,0
"mfeat-karhunen","svmRadial",20,0.05,100,0
"mfeat-zernike","svmRadial",20,0.05,100,0
"ozone-level-8hr","svmRadial",20,0.05,100,0
"pc4","svmRadial",20,0.05,100,0.05
"phoneme","svmRadial",20,0.05,90,0.05
"qsar-biodeg","svmRadial",20,0.05,100,0.01
"tic-tac-toe","svmRadial",20,0.05,30,0.05
"vowel","svmRadial",20,0.05,100,0.04
"waveform-5000","svmRadial",20,0.05,100,0.02
"wdbc","svmRadial",20,0.05,100,0.01
"wilt","svmRadial",20,0.05,10,0.05
"analcatdata_authorship","rfRules",20,0.05,100,0.02
"badges2","rfRules",20,0.05,20,0.03
"banknote","rfRules",20,0.05,100,0.04
"blood-transfusion-service-center","rfRules",20,0.05,60,0.05
"breast-w","rfRules",20,0.05,100,0
"cardiotocography","rfRules",20,0.05,100,0
"climate-model-simulation-crashes","rfRules",20,0.05,70,0.04
"cmc","rfRules",20,0.05,40,0.05
"credit-g","rfRules",20,0.05,70,0.05
"diabetes","rfRules",20,0.05,50,0.05
"eucalyptus","rfRules",20,0.05,90,0.05
"iris","rfRules",20,0.05,100,0.02
"kc1","rfRules",20,0.05,100,0.03
"liver-disorders","rfRules",20,0.05,30,0.05
"mfeat-factors","rfRules",20,0.05,100,0.01
"mfeat-karhunen","rfRules",20,0.05,100,0.05
"mfeat-zernike","rfRules",20,0.05,100,0.02
"ozone-level-8hr","rfRules",20,0.05,100,0
"pc4","rfRules",20,0.05,70,0.05
"phoneme","rfRules",20,0.05,50,0.05
"qsar-biodeg","rfRules",20,0.05,100,0.03
"tic-tac-toe","rfRules",20,0.05,40,0.04
"vowel","rfRules",20,0.05,20,0.03
"waveform-5000","rfRules",20,0.05,70,0.05
"wdbc","rfRules",20,0.05,100,0.01
"wilt","rfRules",20,0.05,20,0.05
"analcatdata_authorship","knn",20,0.05,100,0
"badges2","knn",20,0.05,20,0.02
"banknote","knn",20,0.05,100,0
"blood-transfusion-service-center","knn",20,0.05,0,0
"breast-w","knn",20,0.05,100,0
"cardiotocography","knn",20,0.05,100,0
"climate-model-simulation-crashes","knn",20,0.05,70,0.03
"cmc","knn",20,0.05,30,0.04
"credit-g","knn",20,0.05,100,0.05
"diabetes","knn",20,0.05,100,0.05
"eucalyptus","knn",20,0.05,50,0.04
"iris","knn",20,0.05,100,0.04
"kc1","knn",20,0.05,50,0.05
"liver-disorders","knn",20,0.05,40,0.05
"mfeat-factors","knn",20,0.05,100,0.01
"mfeat-karhunen","knn",20,0.05,100,0.01
"mfeat-zernike","knn",20,0.05,100,0
"ozone-level-8hr","knn",20,0.05,100,0.04
"pc4","knn",20,0.05,70,0.05
"phoneme","knn",20,0.05,60,0.05
"qsar-biodeg","knn",20,0.05,100,0
"tic-tac-toe","knn",20,0.05,70,0.05
"vowel","knn",20,0.05,100,0
"waveform-5000","knn",20,0.05,100,0.03
"wdbc","knn",20,0.05,100,0
"wilt","knn",20,0.05,10,0.05
"analcatdata_authorship","bayesglm",20,0.05,100,0.01
"badges2","bayesglm",20,0.05,20,0.05
"banknote","bayesglm",20,0.05,100,0.04
"blood-transfusion-service-center","bayesglm",20,0.05,40,0.04
"breast-w","bayesglm",20,0.05,100,0
"cardiotocography","bayesglm",20,0.05,100,0
"climate-model-simulation-crashes","bayesglm",20,0.05,40,0.04
"cmc","bayesglm",20,0.05,40,0.04
"credit-g","bayesglm",20,0.05,50,0.05
"diabetes","bayesglm",20,0.05,80,0.05
"eucalyptus","bayesglm",20,0.05,60,0.05
"iris","bayesglm",20,0.05,100,0
"kc1","bayesglm",20,0.05,60,0.05
"liver-disorders","bayesglm",20,0.05,20,0.03
"mfeat-factors","bayesglm",20,0.05,100,0
"mfeat-karhunen","bayesglm",20,0.05,100,0.02
"mfeat-zernike","bayesglm",20,0.05,100,0.01
"ozone-level-8hr","bayesglm",20,0.05,20,0.05
"pc4","bayesglm",20,0.05,10,0.04
"phoneme","bayesglm",20,0.05,90,0.05
"qsar-biodeg","bayesglm",20,0.05,80,0.05
"tic-tac-toe","bayesglm",20,0.05,30,0.05
"vowel","bayesglm",20,0.05,20,0.04
"waveform-5000","bayesglm",20,0.05,100,0.04
"wdbc","bayesglm",20,0.05,100,0.02
"wilt","bayesglm",20,0.05,0,0
"analcatdata_authorship","C5.0",30,0.05,100,0.01
"badges2","C5.0",30,0.05,20,0.02
"banknote","C5.0",30,0.05,100,0.03
"blood-transfusion-service-center","C5.0",30,0.05,10,0.05
"breast-w","C5.0",30,0.05,100,0
"cardiotocography","C5.0",30,0.05,10,0.04
"climate-model-simulation-crashes","C5.0",30,0.05,100,0.05
"cmc","C5.0",30,0.05,30,0.05
"credit-g","C5.0",30,0.05,30,0.05
"diabetes","C5.0",30,0.05,50,0.04
"eucalyptus","C5.0",30,0.05,60,0.05
"iris","C5.0",30,0.05,10,0.02
"kc1","C5.0",30,0.05,30,0.05
"liver-disorders","C5.0",30,0.05,10,0.03
"mfeat-factors","C5.0",30,0.05,100,0
"mfeat-karhunen","C5.0",30,0.05,100,0.03
"mfeat-zernike","C5.0",30,0.05,100,0.02
"ozone-level-8hr","C5.0",30,0.05,100,0.05
"pc4","C5.0",30,0.05,30,0.03
"phoneme","C5.0",30,0.05,30,0.05
"qsar-biodeg","C5.0",30,0.05,50,0.05
"tic-tac-toe","C5.0",30,0.05,40,0.05
"vowel","C5.0",30,0.05,30,0.04
"waveform-5000","C5.0",30,0.05,70,0.05
"wdbc","C5.0",30,0.05,100,0.03
"wilt","C5.0",30,0.05,0,0
"analcatdata_authorship","ctree",30,0.05,100,0.03
"badges2","ctree",30,0.05,10,0.02
"banknote","ctree",30,0.05,40,0.05
"blood-transfusion-service-center","ctree",30,0.05,100,0.03
"breast-w","ctree",30,0.05,90,0.05
"cardiotocography","ctree",30,0.05,20,0.05
"climate-model-simulation-crashes","ctree",30,0.05,60,0.04
"cmc","ctree",30,0.05,30,0.04
"credit-g","ctree",30,0.05,40,0.05
"diabetes","ctree",30,0.05,40,0.05
"eucalyptus","ctree",30,0.05,50,0.05
"iris","ctree",30,0.05,20,0.03
"kc1","ctree",30,0.05,90,0.05
"liver-disorders","ctree",30,0.05,20,0.03
"mfeat-factors","ctree",30,0.05,100,0.05
"mfeat-karhunen","ctree",30,0.05,40,0.04
"mfeat-zernike","ctree",30,0.05,100,0.03
"ozone-level-8hr","ctree",30,0.05,30,0.02
"pc4","ctree",30,0.05,40,0.05
"phoneme","ctree",30,0.05,30,0.05
"qsar-biodeg","ctree",30,0.05,60,0.05
"tic-tac-toe","ctree",30,0.05,30,0.03
"vowel","ctree",30,0.05,30,0.04
"waveform-5000","ctree",30,0.05,70,0.05
"wdbc","ctree",30,0.05,80,0.05
"wilt","ctree",30,0.05,0,0
"analcatdata_authorship","fda",30,0.05,100,0.02
"badges2","fda",30,0.05,10,0.03
"banknote","fda",30,0.05,100,0.03
"blood-transfusion-service-center","fda",30,0.05,20,0.04
"breast-w","fda",30,0.05,100,0.01
"cardiotocography","fda",30,0.05,70,0.05
"climate-model-simulation-crashes","fda",30,0.05,60,0.05
"cmc","fda",30,0.05,10,0.04
"credit-g","fda",30,0.05,30,0.05
"diabetes","fda",30,0.05,40,0.05
"eucalyptus","fda",30,0.05,10,0.04
"iris","fda",30,0.05,30,0.05
"kc1","fda",30,0.05,20,0.05
"liver-disorders","fda",30,0.05,10,0.02
"mfeat-factors","fda",30,0.05,100,0.04
"mfeat-karhunen","fda",30,0.05,80,0.05
"mfeat-zernike","fda",30,0.05,100,0.05
"ozone-level-8hr","fda",30,0.05,20,0.04
"pc4","fda",30,0.05,20,0.03
"phoneme","fda",30,0.05,30,0.05
"qsar-biodeg","fda",30,0.05,70,0.05
"tic-tac-toe","fda",30,0.05,20,0.04
"vowel","fda",30,0.05,20,0.03
"waveform-5000","fda",30,0.05,70,0.05
"wdbc","fda",30,0.05,10,0.03
"wilt","fda",30,0.05,0,0
