"LOC_BLANK","BRANCH_COUNT","CALL_PAIRS","LOC_CODE_AND_COMMENT","LOC_COMMENTS","CONDITION_COUNT","CYCLOMATIC_COMPLEXITY","CYCLOMATIC_DENSITY","DECISION_COUNT","DECISION_DENSITY","DESIGN_COMPLEXITY","DESIGN_DENSITY","EDGE_COUNT","ESSENTIAL_COMPLEXITY","ESSENTIAL_DENSITY","LOC_EXECUTABLE","PARAMETER_COUNT","HALSTEAD_CONTENT","HALSTEAD_DIFFICULTY","HALSTEAD_EFFORT","HALSTEAD_ERROR_EST","HALSTEAD_LENGTH","HALSTEAD_LEVEL","HALSTEAD_PROG_TIME","HALSTEAD_VOLUME","MAINTENANCE_SEVERITY","MODIFIED_CONDITION_COUNT","MULTIPLE_CONDITION_COUNT","NODE_COUNT","NORMALIZED_CYLOMATIC_COMPLEXITY","NUM_OPERANDS","NUM_OPERATORS","NUM_UNIQUE_OPERANDS","NUM_UNIQUE_OPERATORS","NUMBER_OF_LINES","PERCENT_COMMENTS","LOC_TOTAL","class","dataset_name","altered_attribute","noise_level"
12,7,4,25,8,12,4,0.09,6,2,3,0.75,18,1,0,20,0,41.64,16.78,11718.04,0.23,141,0.06,651,988.33,0.25,3,6,16,0.06,61,80,20,11,67,62.26,45,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,4,2,0.17,2,2,1,0.5,7,1,0,12,2,18.37,25.65,12086.9,0.16,97,0.04,671.49,360.6,0.5,1,2,7,0.13,27,70,10,19,16,0,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
10,25,4,0,5,48,13,0.33,24,2,6,0.46,56,1,0,40,2,21.29,46.67,46370.6,0.33,188,0.02,2576.14,979.92,0.08,12,24,45,0.23,80,108,18,21,57,11.11,40,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,1,3,0,6,0,1,0.07,0,0,1,1,10,1,0,14,0,41.04,6.42,1689.97,0.09,62,0.16,93.89,593.36,1,0,0,11,0.04,22,40,12,7,24,30,14,"FALSE","pc4","HALSTEAD_VOLUME",0.6
13,1,5,1,13,0,1,0.08,0,0,1,1,6,1,0,12,0,32.22,14.76,7021.85,0.16,92,0.07,390.1,698.22,1,0,0,7,0.02,33,59,19,17,41,53.85,13,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,0,2,0.29,0,0,2,1,6,1,0,7,0,13.87,8.25,944.2,0.04,28,0.12,52.46,-250.63,0.5,0,0,6,0.2,9,19,6,11,10,0,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,3,1,0,0,4,2,0.33,2,2,2,1,5,1,0,6,0,11.62,3,104.61,0.01,11,0.33,5.81,-330.85,0.5,1,2,5,0.18,3,8,3,6,11,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,4,2,0.4,2,2,2,1,7,1,0,5,3,11.52,8.33,800,0.03,24,0.12,44.44,619.03,0.5,1,2,7,0.25,10,14,6,10,8,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,1,1,0,1,0,1,0.14,0,0,1,1,2,1,0,7,1,18.28,7.5,1027.99,0.05,36,0.13,57.11,1091.15,1,0,0,3,0.07,15,21,7,7,14,12.5,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,7,0,4,0,10,4,0.44,4,2,1,0.25,11,1,0,5,2,7.21,20.4,3001.83,0.05,36,0.05,166.77,-456.86,0.25,3,5,9,0.25,17,19,5,12,16,44.44,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,11,2,1,0,16,6,0.6,6,2,4,0.67,18,5,0,9,1,12.07,14.08,2393,0.06,40,0.07,132.94,104.46,0.83,5,8,14,0.46,13,27,6,13,13,10,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,1,2,0,6,0,1,0.17,0,0,1,1,5,1,0,6,0,24.59,4.05,405.89,0.03,27,0.25,22.55,169.97,1,0,0,6,0.06,13,14,8,5,18,50,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,35,8,0,4,0,18,0.31,0,0,11,0.61,77,12,0,59,2,41.64,39.47,64869.18,0.55,283,0.03,3603.84,659.77,0.67,0,0,61,0.16,122,161,34,22,113,6.35,59,"FALSE","pc4","HALSTEAD_VOLUME",0.6
23,19,5,7,16,36,10,0.21,18,2,5,0.5,40,1,0,41,0,47.86,19.04,17351.18,0.3,169,0.05,963.95,285.28,0.1,9,18,32,0.11,56,113,25,17,89,35.94,48,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,13,3,0,0,0,7,1,0,0,4,0.57,29,1,0,0,0,0,0,0,0,0,0,0,992.07,0.14,0,0,24,0.54,0,0,0,0,13,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,1,1,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,17.28,7.33,929.22,0.04,31,0.14,51.62,-1349.78,1,0,0,4,0.04,8,23,6,11,23,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,5,3,0,0,0,3,0.3,0,0,3,1,13,1,0,10,0,18.13,7.5,1020,0.05,34,0.13,56.67,-830,0.33,0,0,12,0.18,15,19,8,8,17,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,2,0,0,4,2,0.17,2,2,2,1,7,1,0,12,1,36.8,7.33,1979.11,0.09,55,0.14,109.95,434.93,0.5,1,2,7,0.13,22,33,18,12,15,0,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,1,0,0,0,1,0.13,0,0,1,1,2,1,0,8,4,12,6.67,533.33,0.03,20,0.15,29.63,-860.48,1,0,0,3,0.1,8,12,6,10,10,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,-989.25,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
10,5,1,2,4,8,3,0.09,4,2,3,1,13,1,0,31,1,32.42,21.5,14986.93,0.23,145,0.05,832.61,345.86,0.33,2,4,12,0.06,43,102,14,14,49,16.21,33,"FALSE","pc4","HALSTEAD_VOLUME",0.6
48,5,7,2,26,6,3,0.06,2,3,2,0.67,14,3,1,50,0,79.97,19.96,31849.29,0.53,267,0.05,1769.4,2370.55,1,2,3,13,0.02,108,159,46,17,128,35.9,52,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,11,0,0,0,0,6,1,0,0,1,0.17,18,5,0,0,2,0,0,0,0,0,0,0,-79.6,0.83,0,0,14,0.6,0,0,0,0,10,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
14,13,3,3,12,24,7,0.17,12,2,4,0.57,28,1,0,39,1,22.53,28.41,18190.55,0.21,122,0.04,1010.59,-321.43,0.14,6,12,23,0.1,46,76,17,21,70,27.78,42,"TRUE","pc4","HALSTEAD_VOLUME",0.6
7,1,2,0,5,0,1,0.17,0,0,1,1,3,1,0,6,0,25.71,4.67,560,0.04,30,0.21,31.11,1197.45,1,0,0,4,0.05,12,18,9,7,20,45.45,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
13,3,1,0,6,4,2,0.07,2,2,1,0.5,7,1,0,27,1,32.9,19,11878.01,0.21,133,0.05,659.89,481.62,0.5,1,2,7,0.04,38,95,13,13,48,18.18,27,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,3,2,0,0,4,2,0.25,2,2,2,1,8,1,0,8,3,16.19,9.44,1444.3,0.05,36,0.11,80.24,140.04,0.5,1,2,8,0.12,17,19,9,10,17,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,27,1,0,0,0,1,1,0,0,1,1,56,1,0,0,0,0,0,0,0,0,0,0,170.26,1,0,0,44,0,0,0,0,0,802,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
21,7,13,5,9,12,4,0.12,6,2,4,1,26,1,0,28,0,81.88,7.97,5199.37,0.22,121,0.13,288.85,560.79,0.25,3,6,24,0.06,51,70,32,10,65,33.33,33,"TRUE","pc4","HALSTEAD_VOLUME",0.6
0,3,1,0,0,6,2,0.5,2,3,2,1,5,1,0,4,0,10.58,5.4,308.4,0.02,15,0.19,17.13,54.52,0.5,2,3,5,0.33,6,9,5,9,6,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,9,3,81,0.01,9,0.33,4.5,64.55,1,0,0,2,0.13,2,7,2,6,8,0,3,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,0,2,0.22,0,0,2,1,7,1,0,9,3,18,6,648,0.04,27,0.17,36,437.52,0.5,0,0,7,0.18,12,15,8,8,11,0,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,2,8.77,10.13,899.21,0.03,24,0.1,49.96,788.59,1,0,0,2,0.09,9,15,4,9,11,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,1,8,0,18,0,1,0.06,0,0,1,1,16,1,0,16,0,63.53,5.67,2040,0.12,72,0.18,113.33,-656.66,1,0,0,17,0.02,34,38,24,8,47,52.94,16,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.5,0,0,1,1,3,1,0,2,0,16.74,7,820.45,0.04,30,0.14,45.58,608.01,1,0,0,4,0.2,7,23,5,10,5,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,1,2,0,2,0,1,0.14,0,0,1,1,3,1,0,7,0,14.47,10,1446.79,0.05,38,0.1,80.38,617.6,1,0,0,4,0.06,8,30,4,10,18,22.22,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,-601.29,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
33,29,7,9,20,52,15,0.25,24,2,8,0.53,67,3,0,51,0,34.92,44.83,70169.94,0.52,272,0.02,3898.33,-479.63,0.2,14,26,54,0.13,104,168,29,25,115,36.25,60,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,5,2,0,1,6,3,0.27,2,3,2,0.67,9,3,1,11,3,19.34,11.67,2632.25,0.08,48,0.09,146.24,-610.05,1,2,3,8,0.18,20,28,12,14,17,8.33,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,3,3,6,3,4,2,0.09,2,2,1,0.5,8,1,0,16,0,38.22,12.32,5796.41,0.16,95,0.08,322.02,1526.36,0.5,1,2,8,0.05,39,56,19,12,38,36,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
17,11,3,13,6,16,6,0.17,6,2,4,0.67,21,5,0,23,1,24.52,21.38,11200.69,0.17,103,0.05,622.26,186.11,0.83,5,8,17,0.1,38,65,16,18,61,45.24,36,"TRUE","pc4","HALSTEAD_VOLUME",0.6
8,3,4,0,3,4,2,0.2,2,2,2,1,8,1,0,10,4,40.24,4.43,790.81,0.06,40,0.23,43.93,620.35,0.5,1,2,8,0.08,19,21,15,7,26,23.08,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,7,1,0,0,0,4,0.5,0,0,2,0.5,13,3,0,8,1,13.09,15.56,3166.49,0.07,45,0.06,175.92,-357.64,0.75,0,0,11,0.36,20,25,9,14,11,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,3,0,6,9,4,2,0.17,2,2,1,0.5,6,1,0,6,4,26.79,7.88,1661.41,0.07,54,0.13,92.3,-1047.47,0.5,1,2,6,0.06,18,36,8,7,33,71.43,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
21,10,1,1,7,0,9,0.2,0,0,2,0.22,21,1,0,44,1,32.63,24.1,18942.67,0.26,144,0.04,1052.37,622.09,0.11,0,0,14,0.12,44,100,21,23,75,15.38,45,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,17,5,0,0,0,9,0.45,0,0,8,0.89,41,1,0,20,0,31.13,20.58,13190.87,0.21,138,0.05,732.83,1024.54,0.11,0,0,34,0.33,38,100,12,13,27,0,20,"FALSE","pc4","HALSTEAD_VOLUME",0.6
17,23,6,2,10,32,1,0.01,16,2,1,1,58,1,0,94,0,41.9,39.36,64918.77,0.55,277,0.03,3606.6,2137.29,1,8,16,46,0.01,109,168,36,26,125,11.32,96,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,1324.1,0.33,0,0,10,0.23,9,25,6,10,13,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,901.01,1,0,0,3,0.02,0,0,0,0,62,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,7,2,0,0,0,4,0.5,0,0,3,0.75,16,1,0,8,0,17.15,11.92,2435.45,0.07,50,0.08,135.3,53.37,0.25,0,0,14,0.27,13,37,6,11,15,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,3,1,0,0,4,2,0.25,2,2,2,1,5,1,0,8,1,16.23,4.57,339.34,0.02,19,0.22,18.85,181.1,0.5,1,2,5,0.15,8,11,7,8,13,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,1,10.87,3.5,133.19,0.01,11,0.29,7.4,870.89,1,0,0,3,0.2,4,7,4,7,5,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,1,0,0,6,3,0.19,2,3,2,0.67,8,3,1,16,1,18.11,10.83,2125.66,0.07,44,0.09,118.09,906.47,1,2,3,7,0.16,15,29,9,13,19,0,16,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,5,4,6,16,0,3,0.1,0,0,2,0.67,20,1,0,25,0,27.85,17.97,8994.33,0.17,102,0.06,499.69,-1008.53,0.33,0,0,19,0.05,47,55,17,13,60,46.81,31,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,0,0,0,0,2,1,0,0,1,0.5,6,1,0,0,0,9.51,4,152.16,0.01,12,0.25,8.45,625.22,0.5,0,0,6,2,4,8,3,6,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,5,1,1,2,8,3,0.3,4,2,2,0.67,9,1,0,9,3,18.87,7.8,1147.86,0.05,33,0.13,63.77,-732.27,0.33,2,4,8,0.21,13,20,10,12,14,25,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,1,3,0,1,0,1,0.09,0,0,1,1,4,1,0,11,0,24.44,7.73,1459.45,0.06,43,0.13,81.08,-1305.96,1,0,0,5,0.03,17,26,11,10,33,8.33,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,13,3,0,0,0,7,0.47,0,0,6,0.86,31,1,0,15,0,21.28,19.5,8090.65,0.14,96,0.05,449.48,229.12,0.14,0,0,26,0.32,26,70,8,12,22,0,15,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,1,4,2,15,0,1,0.07,0,0,1,1,5,1,0,12,0,38.33,5.54,1177.03,0.07,50,0.18,65.39,-1246.76,1,0,0,6,0.03,19,31,12,7,38,58.62,14,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,7,0,2,0,10,4,0.44,4,2,1,0.25,11,3,0,7,1,11.77,13.81,2245.01,0.05,35,0.07,124.72,-1086.07,0.75,3,5,9,0.33,13,22,8,17,12,22.22,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,9,1,3,3,0,5,0.42,0,0,2,0.4,17,1,0,9,1,16.62,25.33,10668.04,0.14,85,0.04,592.67,-104.27,0.2,0,0,14,0.19,32,53,12,19,26,40,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,9,1,0,0,0,5,1,0,0,5,1,14,5,1,0,1,0,0,0,0,0,0,0,606.3,1,0,0,11,0.36,0,0,0,0,14,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,0,0,0,1,0.07,0,0,1,1,1,1,0,15,3,32.8,9.38,2882.46,0.1,70,0.11,160.14,-551.01,1,0,0,2,0.06,25,45,12,9,17,0,15,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,0,0,1,8,3,0.3,4,2,1,0.33,12,1,0,10,3,19.9,8.8,1541.2,0.06,42,0.11,85.62,-394.11,0.33,2,4,11,0.18,22,20,10,8,17,9.09,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
15,1,7,0,6,0,1,0.11,0,0,1,1,8,1,0,9,0,36.46,3,328.18,0.04,28,0.33,18.23,-812.69,1,0,0,9,0.03,9,19,9,6,32,40,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,1,5.33,1.5,12,0,4,0.67,0.67,888.32,1,0,0,2,0.2,1,3,1,3,5,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,2,12.18,3,109.62,0.01,11,0.33,6.09,66.18,1,0,0,3,0.17,4,7,4,6,6,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,0,0,0,0,2,1,0,0,1,0.5,6,1,0,0,0,0,0,0,0,0,0,0,-58.05,0.5,0,0,6,0.02,0,0,0,0,84,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,15,6,0,0,0,8,0.44,0,0,7,0.88,36,1,0,18,0,34.01,17,9828.62,0.19,123,0.06,546.03,-560.07,0.13,0,0,30,0.32,34,89,13,13,25,0,18,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,19,0,0,0,0,5,1,0,0,1,0.2,37,4,0,0,0,0,0,0,0,0,0,0,-703.67,0.8,0,0,29,0.04,0,0,0,0,135,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,9,0,0,5,16,5,0.23,8,2,1,0.2,18,1,0,22,0,17.69,33.08,19354.95,0.2,116,0.03,1075.28,863.49,0.2,4,8,15,0.11,43,73,13,20,44,18.52,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,0,11.23,2,44.92,0.01,8,0.5,2.5,135.55,1,0,0,3,0.11,3,5,3,4,9,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,1,17.3,4.2,305.12,0.02,21,0.24,16.95,-319.82,0.33,0,0,10,0.38,7,14,5,6,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,11,5,0,5,18,6,0.16,8,2,3,0.5,27,3,0,37,0,32.64,23.38,17851.06,0.25,139,0.04,991.73,999.21,0.5,5,9,23,0.11,64,75,26,19,53,11.9,37,"FALSE","pc4","HALSTEAD_VOLUME",0.6
8,3,0,1,7,4,2,0.13,2,2,1,0.5,7,1,0,15,1,20.68,12.5,3231.69,0.09,62,0.08,179.54,-438.8,0.5,1,2,7,0.06,25,37,9,9,33,34.78,16,"TRUE","pc4","HALSTEAD_VOLUME",0.6
18,7,1,4,27,10,4,0.17,4,2,2,0.5,12,3,0,19,2,26.4,21.18,11839.59,0.19,109,0.05,657.76,-529.56,0.75,3,5,10,0.06,40,69,17,18,69,62,23,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,0,0,0,0,2,0.29,0,0,1,0.5,6,1,0,7,2,8.9,7,435.89,0.02,18,0.14,24.22,232.18,0.5,0,0,6,0.22,8,10,4,7,9,0,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,5,1,4,0,8,3,0.27,4,2,2,0.67,9,1,0,7,1,20.85,5,521.24,0.03,25,0.2,28.96,436.05,0.33,2,4,8,0.19,10,15,9,9,16,36.36,11,"TRUE","pc4","HALSTEAD_VOLUME",0.6
3,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,0,8.86,6,318.91,0.02,16,0.17,17.72,-640.83,0.5,1,2,6,0.18,8,8,4,6,11,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,19,12,0,5,0,10,0.25,0,0,8,0.8,62,3,0,40,2,45.51,39.03,69340.63,0.59,287,0.03,3852.26,2404.46,0.3,0,0,54,0.2,133,154,46,27,49,11.11,40,"FALSE","pc4","HALSTEAD_VOLUME",0.6
16,3,14,12,12,4,2,0.1,2,2,2,1,19,1,0,9,0,57.37,6.72,2590.56,0.13,74,0.15,143.92,359.64,0.5,1,2,19,0.04,28,46,25,12,51,72.73,21,"TRUE","pc4","HALSTEAD_VOLUME",0.6
3,7,3,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,20,10.21,2087.05,0.07,49,0.1,115.95,119.88,0.25,3,6,14,0.24,13,36,7,11,17,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,11,2,0,0,0,6,1,0,0,2,0.33,22,6,1,0,2,0,0,0,0,0,0,0,-562.39,1,0,0,18,0.43,0,0,0,0,14,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,1,1,2,0,0,1,0.11,0,0,1,1,2,1,0,7,3,19.64,5.5,594,0.04,27,0.18,33,509.42,1,0,0,3,0.05,11,16,8,8,19,22.22,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,518.28,1,0,0,2,1,0,1,0,1,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,9,2,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,-164.46,0.2,0,0,18,0.29,17,45,6,10,17,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,1,1,0,1,0,1,0.17,0,0,1,1,2,1,0,6,1,16.3,4.08,271.98,0.02,18,0.24,15.11,738.46,1,0,0,3,0.07,7,11,6,7,14,14.29,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,994.01,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
21,17,2,4,9,22,10,0.26,10,2,2,0.2,32,1,0,35,0,23.31,30.11,21129.06,0.23,131,0.03,1173.84,1443.06,0.1,6,11,24,0.14,52,79,19,22,71,27.08,39,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,5,0,2,5,8,3,0.38,4,2,1,0.33,10,1,0,6,3,11.15,13,1884.3,0.05,33,0.08,104.68,983.46,0.33,2,4,9,0.15,13,20,7,14,20,53.85,8,"TRUE","pc4","HALSTEAD_VOLUME",0.6
0,3,0,0,0,4,2,0.67,2,2,1,0.5,5,1,0,3,3,11.39,3.5,139.52,0.01,12,0.29,7.75,-553.91,0.5,1,2,5,0.4,3,9,3,7,5,0,3,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,3,3,10,5,4,2,0.07,2,2,2,1,9,1,0,20,0,30.43,17.19,8989.71,0.17,110,0.06,499.43,349.05,0.5,1,2,9,0.04,50,60,16,11,46,42.86,30,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,20,5,2,3,0,12,0.28,0,0,9,0.75,50,7,0,41,2,30.92,45.36,63608.7,0.47,246,0.02,3533.82,608.23,0.58,0,0,40,0.25,84,162,25,27,48,10.87,43,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,1,5,3,5,0,1,0.1,0,0,1,1,8,1,0,7,0,33.33,5.4,972,0.06,45,0.19,54,-257.78,1,0,0,9,0.03,18,27,10,6,29,53.33,10,"TRUE","pc4","HALSTEAD_VOLUME",0.6
15,5,4,0,3,6,3,0.23,2,3,3,1,16,1,0,13,0,35.25,13.42,6349.96,0.16,93,0.07,352.78,1311.69,0.33,2,3,15,0.09,34,59,19,15,33,18.75,13,"FALSE","pc4","HALSTEAD_VOLUME",0.6
15,1,8,8,8,0,1,0.05,0,0,1,1,11,1,0,11,2,118.03,3.19,1200.82,0.13,74,0.31,66.71,720.49,1,0,0,12,0.01,37,37,29,5,134,59.26,19,"FALSE","pc4","HALSTEAD_VOLUME",0.6
40,21,6,15,78,34,11,0.16,14,2,6,0.55,42,9,0,52,0,53.33,32.38,55896.59,0.58,296,0.03,3105.37,1857.81,0.82,10,17,33,0.06,111,185,36,21,196,64.14,67,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,5,0,3,1,8,3,0.14,4,2,1,0.33,10,1,0,19,1,16.3,23.33,8879.54,0.13,83,0.04,493.31,1239.63,0.33,2,4,9,0.1,28,55,9,15,30,17.39,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
14,1,1,55,0,0,1,0,0,0,1,1,196,1,0,155,0,2246.32,11.67,306039.54,8.74,2833,0.09,17002.2,25839.92,1,0,0,197,0,1403,1430,601,10,226,26.19,210,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,7,1,0,0,0,4,0.67,0,0,2,0.5,14,4,1,6,1,10.69,9,865.9,0.03,26,0.11,48.11,-1431.25,1,0,0,12,0.5,8,18,4,9,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
26,5,1,10,7,8,3,0.06,4,2,1,0.33,17,1,0,38,0,30.09,43.27,56334.14,0.43,277,0.02,3129.67,2128.6,0.33,2,4,16,0.04,118,159,15,11,83,30.91,48,"TRUE","pc4","HALSTEAD_VOLUME",0.6
6,5,4,0,13,6,3,0.25,2,3,1,0.33,11,1,0,12,1,19.34,11.67,2632.25,0.08,48,0.09,146.24,239.94,0.33,2,3,10,0.09,20,28,12,14,33,52,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,6,3,0.23,2,3,2,0.67,9,3,1,13,0,20.14,10.5,2220.96,0.07,45,0.1,123.39,-889.31,1,2,3,8,0.19,18,27,12,14,16,0,13,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,5,2,0,13,8,3,0.27,4,2,1,0.33,11,1,0,11,0,27.67,6.54,1183.09,0.06,40,0.15,65.73,-232.46,0.33,2,4,10,0.08,17,23,13,10,37,54.17,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,143,8,0,0,0,72,1.26,0,0,71,0.99,221,70,0,57,0,94.78,31.27,92697.93,0.99,482,0.03,5149.89,3428.34,0.97,0,0,151,1.18,215,267,55,16,61,0,57,"FALSE","pc4","HALSTEAD_VOLUME",0.6
15,33,12,2,49,62,1,0.01,30,2,1,1,79,1,0,92,1,74.33,35.24,92334.31,0.87,426,0.03,5129.68,2520.89,1,16,31,64,0.01,157,269,49,22,160,35.66,94,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,1,1,0,2,0,1,0.33,0,0,1,1,2,1,0,3,0,8.72,4,139.48,0.01,11,0.25,7.75,727.21,1,0,0,3,0.1,4,7,3,6,10,40,3,"FALSE","pc4","HALSTEAD_VOLUME",0.6
53,27,2,12,22,44,14,0.17,18,2,8,0.57,55,8,0,72,0,42.52,62.4,165551.69,0.88,451,0.02,9197.32,2445.21,0.57,13,22,43,0.09,182,269,35,24,161,32.08,84,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,23,0,6,0,40,12,0.27,18,2,1,0.08,48,6,0,39,7,31.07,35.11,38303.42,0.36,205,0.03,2127.97,-203.38,0.5,11,20,38,0.22,95,110,23,17,55,13.33,45,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,1,0,0,0,3,0.38,0,0,2,0.67,9,1,0,8,0,8.27,16.8,2334.76,0.05,34,0.06,129.71,50.05,0.33,0,0,8,0.25,14,20,5,12,12,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
