dataset,method,noise_levels,instance_level,original_kappa_loss,train_noise_kappa_loss,kappa_loss_diff,original_accuracy,train_noise_accuracy,accuracy_diff
analcatdata_authorship,lvq,0.2,0.3,0,0,0,1,1,0
analcatdata_authorship,lvq,0.2,0.4,0,0,0,1,1,0
analcatdata_authorship,lvq,0.2,0.5,0,0,0,1,1,0
analcatdata_authorship,lvq,0.2,0.6,0,0,0,1,1,0
analcatdata_authorship,lvq,0.2,0.7,0,0,0,1,1,0
analcatdata_authorship,lvq,0.2,0.75,0,0,0,1,1,0
analcatdata_authorship,lvq,0.2,0.8,0,0,0,1,1,0
analcatdata_authorship,lvq,0.2,0.9,0,0,0,1,1,0
analcatdata_authorship,lvq,0.2,1,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.1,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.2,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.25,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.3,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.4,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.5,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.6,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.7,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.75,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.8,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,0.9,0,0,0,1,1,0
analcatdata_authorship,lvq,0.3,1,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.1,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.2,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.25,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.3,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.4,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.5,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.6,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.7,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.75,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.8,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,0.9,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.1,1,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.1,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.2,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.25,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.3,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.4,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.5,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.6,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.7,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.75,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.8,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,0.9,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.2,1,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.1,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.2,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.25,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.3,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.4,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.5,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.6,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.7,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.75,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.8,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,0.9,0,0,0,1,1,0
analcatdata_authorship,mlpML,0.3,1,0,0,0,1,1,0
analcatdata_authorship,multinom,0.1,0.1,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.2,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.25,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.3,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.4,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.5,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.6,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.7,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.75,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.8,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,0.9,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.1,1,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.2,0.1,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.2,0.2,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.2,0.25,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.2,0.3,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.2,0.4,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.2,0.5,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.2,0.6,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,multinom,0.2,0.7,0.002,0.003,0.001,0.999,0.999,0
analcatdata_authorship,multinom,0.2,0.75,0.002,0.003,0.001,0.999,0.999,0
analcatdata_authorship,multinom,0.2,0.8,0.002,0.003,0.001,0.999,0.999,0
analcatdata_authorship,multinom,0.2,0.9,0.002,0.003,0.001,0.999,0.999,0
analcatdata_authorship,multinom,0.2,1,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,multinom,0.3,0.1,0,0,0,1,1,0
analcatdata_authorship,multinom,0.3,0.2,0,0,0,1,1,0
analcatdata_authorship,multinom,0.3,0.25,0,0,0,1,1,0
analcatdata_authorship,multinom,0.3,0.3,0,0,0,1,1,0
analcatdata_authorship,multinom,0.3,0.4,0,0,0,1,1,0
analcatdata_authorship,multinom,0.3,0.5,0,0,0,1,1,0
analcatdata_authorship,multinom,0.3,0.6,0,0,0,1,1,0
analcatdata_authorship,multinom,0.3,0.7,0.002,0,-0.002,0.999,1,0.001
analcatdata_authorship,multinom,0.3,0.75,0.002,0,-0.002,0.999,1,0.001
analcatdata_authorship,multinom,0.3,0.8,0.002,0,-0.002,0.999,1,0.001
analcatdata_authorship,multinom,0.3,0.9,0.002,0,-0.002,0.999,1,0.001
analcatdata_authorship,multinom,0.3,1,0.005,0,-0.005,0.998,1,0.002
analcatdata_authorship,naive_bayes,0.1,0.1,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.1,0.2,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.1,0.25,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.1,0.3,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.1,0.4,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.1,0.5,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.1,0.6,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.1,0.7,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.1,0.75,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.1,0.8,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.1,0.9,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.1,1,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.2,0.1,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.2,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.25,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.3,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.4,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.5,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.6,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.7,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.75,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.8,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.2,0.9,0,0.002,0.002,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.2,1,0,0.002,0.002,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.3,0.1,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.3,0.2,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.3,0.25,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.3,0.3,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.3,0.4,0,0,0,1,1,0
analcatdata_authorship,naive_bayes,0.3,0.5,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,naive_bayes,0.3,0.6,0.002,0.003,0.001,0.999,0.999,0
analcatdata_authorship,naive_bayes,0.3,0.7,0.002,0.003,0.001,0.999,0.999,0
analcatdata_authorship,naive_bayes,0.3,0.75,0.002,0.003,0.001,0.999,0.999,0
analcatdata_authorship,naive_bayes,0.3,0.8,0.002,0.003,0.001,0.999,0.999,0
analcatdata_authorship,naive_bayes,0.3,0.9,0.002,0.005,0.003,0.999,0.998,-0.001
analcatdata_authorship,naive_bayes,0.3,1,0.002,0.005,0.003,0.999,0.998,-0.001
analcatdata_authorship,rbfDDA,0.1,0.1,0,0,0,1,1,0
analcatdata_authorship,rbfDDA,0.1,0.2,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.25,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.3,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.4,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.5,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.6,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.7,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.75,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.8,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,0.9,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.1,1,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rbfDDA,0.2,0.1,0,0,0,1,1,0
analcatdata_authorship,rbfDDA,0.2,0.2,0,0,0,1,1,0
analcatdata_authorship,rbfDDA,0.2,0.25,0,0,0,1,1,0
analcatdata_authorship,rbfDDA,0.2,0.3,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,rbfDDA,0.2,0.4,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,rbfDDA,0.2,0.5,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,rbfDDA,0.2,0.6,0.005,0,-0.005,0.998,1,0.002
analcatdata_authorship,rbfDDA,0.2,0.7,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rbfDDA,0.2,0.75,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rbfDDA,0.2,0.8,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rbfDDA,0.2,0.9,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rbfDDA,0.2,1,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rbfDDA,0.3,0.1,0.002,0,-0.002,0.999,1,0.001
analcatdata_authorship,rbfDDA,0.3,0.2,0.008,0.003,-0.005,0.996,0.999,0.003
analcatdata_authorship,rbfDDA,0.3,0.25,0.01,0.003,-0.007,0.995,0.999,0.004
analcatdata_authorship,rbfDDA,0.3,0.3,0.01,0.008,-0.002,0.995,0.996,0.001
analcatdata_authorship,rbfDDA,0.3,0.4,0.01,0.01,0,0.995,0.995,0
analcatdata_authorship,rbfDDA,0.3,0.5,0.013,0.015,0.002,0.994,0.993,-0.001
analcatdata_authorship,rbfDDA,0.3,0.6,0.013,0.018,0.005,0.994,0.992,-0.002
analcatdata_authorship,rbfDDA,0.3,0.7,0.013,0.02,0.007,0.994,0.99,-0.004
analcatdata_authorship,rbfDDA,0.3,0.75,0.013,0.02,0.007,0.994,0.99,-0.004
analcatdata_authorship,rbfDDA,0.3,0.8,0.013,0.02,0.007,0.994,0.99,-0.004
analcatdata_authorship,rbfDDA,0.3,0.9,0.015,0.02,0.005,0.993,0.99,-0.003
analcatdata_authorship,rbfDDA,0.3,1,0.015,0.02,0.005,0.993,0.99,-0.003
analcatdata_authorship,rda,0.1,0.1,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.2,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.25,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.3,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.4,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.5,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.6,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.7,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.75,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.8,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,0.9,0,0,0,1,1,0
analcatdata_authorship,rda,0.1,1,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.1,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.2,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.25,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.3,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.4,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.5,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.6,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.7,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.75,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.8,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,0.9,0,0,0,1,1,0
analcatdata_authorship,rda,0.2,1,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.1,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.2,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.25,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.3,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.4,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.5,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.6,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.7,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.75,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.8,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,0.9,0,0,0,1,1,0
analcatdata_authorship,rda,0.3,1,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.1,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.2,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.25,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.3,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.4,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.5,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.6,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.7,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.75,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.8,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,0.9,0,0,0,1,1,0
analcatdata_authorship,rf,0.1,1,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.1,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.2,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.25,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.3,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.4,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.5,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.6,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.7,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.75,0,0,0,1,1,0
analcatdata_authorship,rf,0.2,0.8,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,rf,0.2,0.9,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,rf,0.2,1,0,0,0,1,1,0
analcatdata_authorship,rf,0.3,0.1,0,0,0,1,1,0
analcatdata_authorship,rf,0.3,0.2,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rf,0.3,0.25,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rf,0.3,0.3,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rf,0.3,0.4,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rf,0.3,0.5,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rf,0.3,0.6,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rf,0.3,0.7,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rf,0.3,0.75,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rf,0.3,0.8,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,rf,0.3,0.9,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,rf,0.3,1,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,rfRules,0.1,0.1,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,rfRules,0.1,0.2,0.005,0.005,0,0.998,0.998,0
analcatdata_authorship,rfRules,0.1,0.25,0.005,0.008,0.003,0.998,0.996,-0.002
analcatdata_authorship,rfRules,0.1,0.3,0.005,0.008,0.003,0.998,0.996,-0.002
analcatdata_authorship,rfRules,0.1,0.4,0.005,0.008,0.003,0.998,0.996,-0.002
analcatdata_authorship,rfRules,0.1,0.5,0.005,0.01,0.005,0.998,0.995,-0.003
analcatdata_authorship,rfRules,0.1,0.6,0.005,0.013,0.008,0.998,0.994,-0.004
analcatdata_authorship,rfRules,0.1,0.7,0.005,0.015,0.01,0.998,0.993,-0.005
analcatdata_authorship,rfRules,0.1,0.75,0.005,0.015,0.01,0.998,0.993,-0.005
analcatdata_authorship,rfRules,0.1,0.8,0.005,0.018,0.013,0.998,0.992,-0.006
analcatdata_authorship,rfRules,0.1,0.9,0.005,0.018,0.013,0.998,0.992,-0.006
analcatdata_authorship,rfRules,0.1,1,0.005,0.018,0.013,0.998,0.992,-0.006
analcatdata_authorship,rfRules,0.2,0.1,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rfRules,0.2,0.2,0,0.008,0.008,1,0.996,-0.004
analcatdata_authorship,rfRules,0.2,0.25,0,0.013,0.013,1,0.994,-0.006
analcatdata_authorship,rfRules,0.2,0.3,0,0.013,0.013,1,0.994,-0.006
analcatdata_authorship,rfRules,0.2,0.4,0,0.021,0.021,1,0.99,-0.01
analcatdata_authorship,rfRules,0.2,0.5,0.003,0.021,0.018,0.999,0.99,-0.009
analcatdata_authorship,rfRules,0.2,0.6,0.003,0.023,0.02,0.999,0.989,-0.01
analcatdata_authorship,rfRules,0.2,0.7,0.003,0.023,0.02,0.999,0.989,-0.01
analcatdata_authorship,rfRules,0.2,0.75,0.003,0.026,0.023,0.999,0.988,-0.011
analcatdata_authorship,rfRules,0.2,0.8,0.005,0.026,0.021,0.998,0.988,-0.01
analcatdata_authorship,rfRules,0.2,0.9,0.005,0.031,0.026,0.998,0.986,-0.012
analcatdata_authorship,rfRules,0.2,1,0.008,0.031,0.023,0.996,0.986,-0.01
analcatdata_authorship,rfRules,0.3,0.1,0,0.003,0.003,1,0.999,-0.001
analcatdata_authorship,rfRules,0.3,0.2,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rfRules,0.3,0.25,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rfRules,0.3,0.3,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rfRules,0.3,0.4,0.008,0.003,-0.005,0.996,0.999,0.003
analcatdata_authorship,rfRules,0.3,0.5,0.013,0.005,-0.008,0.994,0.998,0.004
analcatdata_authorship,rfRules,0.3,0.6,0.021,0.008,-0.013,0.99,0.996,0.006
analcatdata_authorship,rfRules,0.3,0.7,0.021,0.008,-0.013,0.99,0.996,0.006
analcatdata_authorship,rfRules,0.3,0.75,0.021,0.008,-0.013,0.99,0.996,0.006
analcatdata_authorship,rfRules,0.3,0.8,0.021,0.008,-0.013,0.99,0.996,0.006
analcatdata_authorship,rfRules,0.3,0.9,0.023,0.015,-0.008,0.989,0.993,0.004
analcatdata_authorship,rfRules,0.3,1,0.026,0.018,-0.008,0.988,0.992,0.004
analcatdata_authorship,rpart,0.1,0.1,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,rpart,0.1,0.2,0.005,0.003,-0.002,0.998,0.999,0.001
analcatdata_authorship,rpart,0.1,0.25,0.005,0.005,0,0.998,0.998,0
analcatdata_authorship,rpart,0.1,0.3,0.008,0.008,0,0.996,0.996,0
analcatdata_authorship,rpart,0.1,0.4,0.008,0.01,0.002,0.996,0.995,-0.001
analcatdata_authorship,rpart,0.1,0.5,0.013,0.016,0.003,0.994,0.993,-0.001
analcatdata_authorship,rpart,0.1,0.6,0.018,0.016,-0.002,0.992,0.993,0.001
analcatdata_authorship,rpart,0.1,0.7,0.021,0.016,-0.005,0.99,0.993,0.003
analcatdata_authorship,rpart,0.1,0.75,0.021,0.018,-0.003,0.99,0.992,0.002
analcatdata_authorship,rpart,0.1,0.8,0.024,0.018,-0.006,0.989,0.992,0.003
analcatdata_authorship,rpart,0.1,0.9,0.024,0.021,-0.003,0.989,0.99,0.001
analcatdata_authorship,rpart,0.1,1,0.024,0.023,-0.001,0.989,0.989,0
analcatdata_authorship,rpart,0.2,0.1,0.008,0.003,-0.005,0.996,0.999,0.003
analcatdata_authorship,rpart,0.2,0.2,0.008,0.008,0,0.996,0.996,0
analcatdata_authorship,rpart,0.2,0.25,0.008,0.013,0.005,0.996,0.994,-0.002
analcatdata_authorship,rpart,0.2,0.3,0.013,0.016,0.003,0.994,0.993,-0.001
analcatdata_authorship,rpart,0.2,0.4,0.013,0.016,0.003,0.994,0.993,-0.001
analcatdata_authorship,rpart,0.2,0.5,0.021,0.016,-0.005,0.99,0.993,0.003
analcatdata_authorship,rpart,0.2,0.6,0.026,0.019,-0.007,0.988,0.992,0.004
analcatdata_authorship,rpart,0.2,0.7,0.029,0.024,-0.005,0.987,0.989,0.002
analcatdata_authorship,rpart,0.2,0.75,0.029,0.026,-0.003,0.987,0.988,0.001
analcatdata_authorship,rpart,0.2,0.8,0.032,0.026,-0.006,0.986,0.988,0.002
analcatdata_authorship,rpart,0.2,0.9,0.037,0.032,-0.005,0.983,0.986,0.003
analcatdata_authorship,rpart,0.2,1,0.037,0.034,-0.003,0.983,0.985,0.002
analcatdata_authorship,rpart,0.3,0.1,0.008,0.011,0.003,0.996,0.995,-0.001
analcatdata_authorship,rpart,0.3,0.2,0.021,0.024,0.003,0.99,0.989,-0.001
analcatdata_authorship,rpart,0.3,0.25,0.024,0.04,0.016,0.989,0.982,-0.007
analcatdata_authorship,rpart,0.3,0.3,0.029,0.04,0.011,0.987,0.982,-0.005
analcatdata_authorship,rpart,0.3,0.4,0.04,0.055,0.015,0.982,0.975,-0.007
analcatdata_authorship,rpart,0.3,0.5,0.05,0.063,0.013,0.977,0.971,-0.006
analcatdata_authorship,rpart,0.3,0.6,0.056,0.071,0.015,0.975,0.968,-0.007
analcatdata_authorship,rpart,0.3,0.7,0.064,0.076,0.012,0.971,0.965,-0.006
analcatdata_authorship,rpart,0.3,0.75,0.064,0.076,0.012,0.971,0.965,-0.006
analcatdata_authorship,rpart,0.3,0.8,0.066,0.084,0.018,0.97,0.962,-0.008
analcatdata_authorship,rpart,0.3,0.9,0.072,0.084,0.012,0.968,0.962,-0.006
analcatdata_authorship,rpart,0.3,1,0.077,0.1,0.023,0.965,0.955,-0.01
analcatdata_authorship,simpls,0.1,0.1,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.2,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.25,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.3,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.4,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.5,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.6,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.7,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.75,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.8,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,0.9,0,0,0,1,1,0
analcatdata_authorship,simpls,0.1,1,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.1,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.2,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.25,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.3,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.4,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.5,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.6,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.7,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.75,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.8,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,0.9,0,0,0,1,1,0
analcatdata_authorship,simpls,0.2,1,0,0,0,1,1,0
analcatdata_authorship,simpls,0.3,0.1,0,0,0,1,1,0
analcatdata_authorship,simpls,0.3,0.2,0,0,0,1,1,0
analcatdata_authorship,simpls,0.3,0.25,0,0,0,1,1,0
analcatdata_authorship,simpls,0.3,0.3,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,simpls,0.3,0.4,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,simpls,0.3,0.5,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,simpls,0.3,0.6,0.003,0,-0.003,0.999,1,0.001
analcatdata_authorship,simpls,0.3,0.7,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,simpls,0.3,0.75,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,simpls,0.3,0.8,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,simpls,0.3,0.9,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,simpls,0.3,1,0.003,0.003,0,0.999,0.999,0
analcatdata_authorship,svmLinear,0.1,0.1,0,0,0,1,1,0
analcatdata_authorship,svmLinear,0.1,0.2,0,0,0,1,1,0
analcatdata_authorship,svmLinear,0.1,0.25,0,0,0,1,1,0
analcatdata_authorship,svmLinear,0.1,0.3,0,0,0,1,1,0
analcatdata_authorship,svmLinear,0.1,0.4,0,0,0,1,1,0
